race_name,race_class,name,nationality,rider_id,final_position,total_time,total_points,pro_points,queen_points,power_points,team.teamClass,team.teamClassId,team.teamId,team.teamName,stage_1_time,stage_1_stage_result,stage_1_cumulative_result,stage_1_cumulative_behind,stage_1_overall_time,stage_2_time,stage_2_stage_result,stage_2_cumulative_result,stage_2_cumulative_behind,stage_2_overall_time,stage_3_time,stage_3_stage_result,stage_3_cumulative_result,stage_3_cumulative_behind,stage_3_overall_time,stage_4_time,stage_4_stage_result,stage_4_cumulative_result,stage_4_cumulative_behind,stage_4_overall_time,stage_5_time,stage_5_stage_result,stage_5_cumulative_result,stage_5_cumulative_behind,stage_5_overall_time,stage_6_time,stage_6_stage_result,stage_6_cumulative_result,stage_6_cumulative_behind,stage_6_overall_time,stage_0_time,stage_0_stage_result,stage_0_cumulative_result,stage_0_cumulative_behind,stage_0_overall_time
EWS Crans-Montana,MEN,MENZIES Jack,CAN,22519,24,+00:00:30:29.910,225,N/A,N/A,N/A,N/A,N/A,N/A,N/A,+00:00:07:06.050,12,12,+00:00:00:12.290,+00:00:07:06.050,+00:00:05:11.870,31,18,+00:00:00:27.510,+00:00:12:17.920,+00:00:02:59.130,55,25,+00:00:00:39.190,+00:00:15:17.050,+00:00:07:46.540,11,18,+00:00:00:49.590,+00:00:23:03.590,+00:00:07:26.320,68,24,+00:00:01:25.910,+00:00:30:29.910,,,,,,,,,,
EWS Crans-Montana,MEN,CALLAGHAN Gregory,IRL,21827,25,+00:00:30:30.170,220,N/A,N/A,N/A,Pro,2,24,Devinci Global Racing,+00:00:07:12.870,25,25,+00:00:00:19.110,+00:00:07:12.870,+00:00:05:15.150,45,30,+00:00:00:37.610,+00:00:12:28.020,+00:00:02:57.050,43,30,+00:00:00:47.210,+00:00:15:25.070,+00:00:07:54.640,24,27,+00:00:01:05.710,+00:00:23:19.710,+00:00:07:10.460,28,25,+00:00:01:26.170,+00:00:30:30.170,,,,,,,,,,
EWS Crans-Montana,MEN,GALY Theo,FRA,21691,26,+00:00:30:30.750,215,N/A,N/A,N/A,Pro,2,87,Sunn French Connexion By Alpe D'Huez,+00:00:07:18.780,38,38,+00:00:00:25.020,+00:00:07:18.780,+00:00:05:09.670,24,31,+00:00:00:38.040,+00:00:12:28.450,+00:00:02:54.550,26,29,+00:00:00:45.140,+00:00:15:23.000,+00:00:07:59.030,33,29,+00:00:01:08.030,+00:00:23:22.030,+00:00:07:08.720,22,26,+00:00:01:26.750,+00:00:30:30.750,,,,,,,,,,
EWS Crans-Montana,MEN,TEXTOR Christian,GER,22845,27,+00:00:30:31.850,210,N/A,N/A,N/A,Pro/EWS-E (combined),4,78,Team BULLS,+00:00:07:09.580,17,17,+00:00:00:15.820,+00:00:07:09.580,+00:00:05:11.560,28,25,+00:00:00:30.730,+00:00:12:21.140,+00:00:02:54.480,25,24,+00:00:00:37.760,+00:00:15:15.620,+00:00:07:49.320,13,20,+00:00:00:50.940,+00:00:23:04.940,+00:00:07:26.910,70,27,+00:00:01:27.850,+00:00:30:31.850,,,,,,,,,,
EWS Crans-Montana,MEN,CAMOIN Francescu,FRA,23545,28,+00:00:30:33.520,205,N/A,N/A,N/A,Premier,1,22,Specialized Racing,+00:00:07:17.130,32,32,+00:00:00:23.370,+00:00:07:17.130,+00:00:05:10.100,25,28,+00:00:00:36.820,+00:00:12:27.230,+00:00:02:54.900,30,28,+00:00:00:44.270,+00:00:15:22.130,+00:00:07:55.780,25,26,+00:00:01:03.910,+00:00:23:17.910,+00:00:07:15.610,35,28,+00:00:01:29.520,+00:00:30:33.520,,,,,,,,,,
EWS Crans-Montana,MEN,GARAY TAMAYO Iago,ESP,21707,29,+00:00:30:34.660,200,N/A,N/A,N/A,Premier,1,20,Santa Cruz X SRAM,+00:00:07:23.130,46,46,+00:00:00:29.370,+00:00:07:23.130,+00:00:05:11.650,30,39,+00:00:00:44.370,+00:00:12:34.780,+00:00:02:55.360,34,37,+00:00:00:52.280,+00:00:15:30.140,+00:00:07:54.350,23,30,+00:00:01:10.490,+00:00:23:24.490,+00:00:07:10.170,27,29,+00:00:01:30.660,+00:00:30:34.660,,,,,,,,,,
EWS Crans-Montana,MEN,BURNS CONTRERAS Pedro,CHI,21729,30,+00:00:30:36.620,195,N/A,N/A,N/A,Pro,2,23,Trek Factory Racing,+00:00:07:15.800,30,30,+00:00:00:22.040,+00:00:07:15.800,+00:00:05:13.580,37,32,+00:00:00:38.970,+00:00:12:29.380,+00:00:02:58.460,52,33,+00:00:00:49.980,+00:00:15:27.840,+00:00:07:59.570,34,33,+00:00:01:13.410,+00:00:23:27.410,+00:00:07:09.210,23,30,+00:00:01:32.620,+00:00:30:36.620,,,,,,,,,,
EWS Crans-Montana,MEN,HILL Samuel,AUS,21775,31,+00:00:30:39.840,190,N/A,N/A,N/A,Premier,1,35,Nukeproof SRAM Factory Racing,+00:00:07:18.040,33,33,+00:00:00:24.280,+00:00:07:18.040,+00:00:05:15.400,46,37,+00:00:00:43.030,+00:00:12:33.440,+00:00:02:57.120,44,38,+00:00:00:52.700,+00:00:15:30.560,+00:00:08:01.170,35,36,+00:00:01:17.730,+00:00:23:31.730,+00:00:07:08.110,20,31,+00:00:01:35.840,+00:00:30:39.840,,,,,,,,,,
EWS Crans-Montana,MEN,KANGAS Oliwer,SWE,33903,32,+00:00:30:40.160,185,N/A,N/A,N/A,N/A,N/A,N/A,N/A,+00:00:07:18.680,36,36,+00:00:00:24.920,+00:00:07:18.680,+00:00:05:13.970,38,35,+00:00:00:42.240,+00:00:12:32.650,+00:00:02:57.000,42,36,+00:00:00:51.790,+00:00:15:29.650,+00:00:07:55.950,26,32,+00:00:01:11.600,+00:00:23:25.600,+00:00:07:14.560,34,32,+00:00:01:36.160,+00:00:30:40.160,,,,,,,,,,
EWS Crans-Montana,MEN,WATSON Corey,GBR,35483,33,+00:00:30:41.430,180,N/A,N/A,N/A,Premier,1,35,Nukeproof SRAM Factory Racing,+00:00:07:21.450,42,42,+00:00:00:27.690,+00:00:07:21.450,+00:00:05:12.220,33,38,+00:00:00:43.260,+00:00:12:33.670,+00:00:02:54.440,23,34,+00:00:00:50.250,+00:00:15:28.110,+00:00:08:03.500,39,35,+00:00:01:17.610,+00:00:23:31.610,+00:00:07:09.820,25,33,+00:00:01:37.430,+00:00:30:41.430,,,,,,,,,,
EWS Crans-Montana,MEN,BLAHA Vojtech,CZE,22684,34,+00:00:30:45.060,175,N/A,N/A,N/A,N/A,N/A,N/A,N/A,+00:00:07:23.740,49,49,+00:00:00:29.980,+00:00:07:23.740,+00:00:05:08.650,22,34,+00:00:00:41.980,+00:00:12:32.390,+00:00:03:01.030,67,40,+00:00:00:55.560,+00:00:15:33.420,+00:00:07:58.070,30,34,+00:00:01:17.490,+00:00:23:31.490,+00:00:07:13.570,31,34,+00:00:01:41.060,+00:00:30:45.060,,,,,,,,,,
EWS Crans-Montana,MEN,BOTTERAM Tristan,NED,53856,35,+00:00:30:46.460,170,N/A,N/A,N/A,N/A,N/A,N/A,N/A,+00:00:07:11.020,22,22,+00:00:00:17.260,+00:00:07:11.020,+00:00:05:07.150,18,19,+00:00:00:27.760,+00:00:12:18.170,+00:00:02:53.520,18,16,+00:00:00:33.830,+00:00:15:11.690,+00:00:08:29.450,94,40,+00:00:01:27.140,+00:00:23:41.140,+00:00:07:05.320,14,35,+00:00:01:42.460,+00:00:30:46.460,,,,,,,,,,
EWS Crans-Montana,MEN,GRAHAM Innes,GBR,35188,36,+00:00:30:49.730,165,N/A,N/A,N/A,N/A,N/A,N/A,N/A,+00:00:07:14.900,28,28,+00:00:00:21.140,+00:00:07:14.900,+00:00:05:11.600,29,26,+00:00:00:36.090,+00:00:12:26.500,+00:00:02:55.020,31,27,+00:00:00:43.660,+00:00:15:21.520,+00:00:08:03.900,41,31,+00:00:01:11.420,+00:00:23:25.420,+00:00:07:24.310,63,36,+00:00:01:45.730,+00:00:30:49.730,,,,,,,,,,
EWS Crans-Montana,MEN,LARBEYOU Guillaume,FRA,25575,37,+00:00:30:51.700,160,N/A,N/A,N/A,Premier,1,104,Commencal Enduro Project,+00:00:07:34.280,78,77,+00:00:00:40.520,+00:00:07:34.280,+00:00:05:14.370,40,62,+00:00:00:58.240,+00:00:12:48.650,+00:00:02:56.520,37,56,+00:00:01:07.310,+00:00:15:45.170,+00:00:07:58.630,31,44,+00:00:01:29.800,+00:00:23:43.800,+00:00:07:07.900,18,37,+00:00:01:47.700,+00:00:30:51.700,,,,,,,,,,
EWS Crans-Montana,MEN,FRANCK Gilles,BEL,22291,38,+00:00:30:51.770,155,N/A,N/A,N/A,N/A,N/A,N/A,N/A,+00:00:07:25.990,55,55,+00:00:00:32.230,+00:00:07:25.990,+00:00:05:12.320,34,44,+00:00:00:47.900,+00:00:12:38.310,+00:00:02:57.950,50,43,+00:00:00:58.400,+00:00:15:36.260,+00:00:08:06.280,48,42,+00:00:01:28.540,+00:00:23:42.540,+00:00:07:09.230,24,38,+00:00:01:47.770,+00:00:30:51.770,,,,,,,,,,
EWS Crans-Montana,MEN,STONE Brady,NZL,23119,39,+00:00:30:56.540,150,N/A,N/A,N/A,Pro,2,17,Polygon Factory Racing,+00:00:07:18.070,34,34,+00:00:00:24.310,+00:00:07:18.070,+00:00:05:20.300,69,45,+00:00:00:47.960,+00:00:12:38.370,+00:00:02:58.780,53,45,+00:00:00:59.290,+00:00:15:37.150,+00:00:08:02.980,37,39,+00:00:01:26.130,+00:00:23:40.130,+00:00:07:16.410,38,39,+00:00:01:52.540,+00:00:30:56.540,,,,,,,,,,
EWS Crans-Montana,MEN,GRANT Kelan,IRL,21773,40,+00:00:30:58.580,145,N/A,N/A,N/A,Premier,1,35,Nukeproof SRAM Factory Racing,+00:00:07:20.480,39,39,+00:00:00:26.720,+00:00:07:20.480,+00:00:05:20.750,71,48,+00:00:00:50.820,+00:00:12:41.230,+00:00:02:55.650,36,44,+00:00:00:59.020,+00:00:15:36.880,+00:00:08:09.100,56,46,+00:00:01:31.980,+00:00:23:45.980,+00:00:07:12.600,30,40,+00:00:01:54.580,+00:00:30:58.580,,,,,,,,,,
EWS Crans-Montana,MEN,VENDEMMIA Mirco,ITA,21871,41,+00:00:30:58.820,140,N/A,N/A,N/A,Pro,2,2,Cannondale Enduro,+00:00:07:22.580,45,45,+00:00:00:28.820,+00:00:07:22.580,+00:00:05:15.970,48,46,+00:00:00:48.140,+00:00:12:38.550,+00:00:02:54.820,29,39,+00:00:00:55.510,+00:00:15:33.370,+00:00:08:05.630,45,38,+00:00:01:25.000,+00:00:23:39.000,+00:00:07:19.820,50,41,+00:00:01:54.820,+00:00:30:58.820,,,,,,,,,,
EWS Crans-Montana,MEN,GAILLOT Baptiste,FRA,21771,42,+00:00:31:00.340,135,N/A,N/A,N/A,N/A,N/A,N/A,N/A,+00:00:07:23.900,50,50,+00:00:00:30.140,+00:00:07:23.900,+00:00:05:19.020,63,53,+00:00:00:52.510,+00:00:12:42.920,+00:00:02:57.120,45,50,+00:00:01:02.180,+00:00:15:40.040,+00:00:08:06.370,49,47,+00:00:01:32.410,+00:00:23:46.410,+00:00:07:13.930,32,42,+00:00:01:56.340,+00:00:31:00.340,,,,,,,,,,
EWS Crans-Montana,MEN,JAMIESON Elliot,CAN,22028,43,+00:00:31:00.800,130,N/A,N/A,N/A,Pro,2,65,Norco Factory Team,+00:00:07:27.900,56,56,+00:00:00:34.140,+00:00:07:27.900,+00:00:05:14.460,42,52,+00:00:00:51.950,+00:00:12:42.360,+00:00:02:58.310,51,51,+00:00:01:02.810,+00:00:15:40.670,+00:00:08:04.460,42,45,+00:00:01:31.130,+00:00:23:45.130,+00:00:07:15.670,36,43,+00:00:01:56.800,+00:00:31:00.800,,,,,,,,,,
EWS Crans-Montana,MEN,DAILLY Adrien,FRA,21677,44,+00:00:31:01.580,125,N/A,N/A,N/A,Premier,1,13,Lapierre Zipp Collective,+00:00:07:15.000,29,29,+00:00:00:21.240,+00:00:07:15.000,+00:00:05:17.800,57,36,+00:00:00:42.390,+00:00:12:32.800,+00:00:02:56.560,40,35,+00:00:00:51.500,+00:00:15:29.360,+00:00:08:08.620,54,37,+00:00:01:23.980,+00:00:23:37.980,+00:00:07:23.600,60,44,+00:00:01:57.580,+00:00:31:01.580,,,,,,,,,,
EWS Crans-Montana,MEN,FRANCARDO Tommaso,ITA,22813,45,+00:00:31:02.950,123,N/A,N/A,N/A,N/A,N/A,N/A,N/A,+00:00:07:18.470,35,35,+00:00:00:24.710,+00:00:07:18.470,+00:00:05:17.600,54,41,+00:00:00:45.660,+00:00:12:36.070,+00:00:02:59.510,60,42,+00:00:00:57.720,+00:00:15:35.580,+00:00:08:12.820,65,50,+00:00:01:34.400,+00:00:23:48.400,+00:00:07:14.550,33,45,+00:00:01:58.950,+00:00:31:02.950,,,,,,,,,,
EWS Crans-Montana,MEN,MACARTHUR Glenn,FRA,22879,46,+00:00:31:04.630,120,N/A,N/A,N/A,N/A,N/A,N/A,N/A,+00:00:07:22.300,44,44,+00:00:00:28.540,+00:00:07:22.300,+00:00:05:19.740,65,50,+00:00:00:51.630,+00:00:12:42.040,+00:00:02:59.400,59,53,+00:00:01:03.580,+00:00:15:41.440,+00:00:08:06.240,47,49,+00:00:01:33.680,+00:00:23:47.680,+00:00:07:16.950,42,46,+00:00:02:00.630,+00:00:31:04.630,,,,,,,,,,
EWS Crans-Montana,MEN,MOORE Thomas,GBR,33293,47,+00:00:31:04.860,117,N/A,N/A,N/A,N/A,N/A,N/A,N/A,+00:00:07:25.520,54,54,+00:00:00:31.760,+00:00:07:25.520,+00:00:05:16.620,53,51,+00:00:00:51.730,+00:00:12:42.140,+00:00:02:57.610,48,49,+00:00:01:01.890,+00:00:15:39.750,+00:00:08:07.670,52,48,+00:00:01:33.420,+00:00:23:47.420,+00:00:07:17.440,45,47,+00:00:02:00.860,+00:00:31:04.860,,,,,,,,,,
EWS Crans-Montana,MEN,RENZ Daniel,GER,26028,48,+00:00:31:05.890,115,N/A,N/A,N/A,N/A,N/A,N/A,N/A,+00:00:07:25.010,51,51,+00:00:00:31.250,+00:00:07:25.010,+00:00:05:12.880,36,43,+00:00:00:47.480,+00:00:12:37.890,+00:00:02:59.380,58,46,+00:00:00:59.410,+00:00:15:37.270,+00:00:08:05.060,44,41,+00:00:01:28.330,+00:00:23:42.330,+00:00:07:23.560,59,48,+00:00:02:01.890,+00:00:31:05.890,,,,,,,,,,
EWS Crans-Montana,MEN,WARNET Manu,NED,26267,49,+00:00:31:06.440,113,N/A,N/A,N/A,N/A,N/A,N/A,N/A,+00:00:07:23.270,48,48,+00:00:00:29.510,+00:00:07:23.270,+00:00:05:19.790,67,54,+00:00:00:52.650,+00:00:12:43.060,+00:00:03:02.630,77,57,+00:00:01:07.830,+00:00:15:45.690,+00:00:08:03.480,38,51,+00:00:01:35.170,+00:00:23:49.170,+00:00:07:17.270,43,49,+00:00:02:02.440,+00:00:31:06.440,,,,,,,,,,
EWS Crans-Montana,MEN,NESTOROFF Nikolas,USA,36915,50,+00:00:31:06.920,111,N/A,N/A,N/A,N/A,N/A,N/A,N/A,+00:00:07:21.000,40,40,+00:00:00:27.240,+00:00:07:21.000,+00:00:05:14.100,39,40,+00:00:00:44.690,+00:00:12:35.100,+00:00:02:59.870,62,41,+00:00:00:57.110,+00:00:15:34.970,+00:00:08:08.330,53,43,+00:00:01:29.300,+00:00:23:43.300,+00:00:07:23.620,61,50,+00:00:02:02.920,+00:00:31:06.920,,,,,,,,,,
EWS Crans-Montana,MEN,CONNELL Joseph,GBR,21745,51,+00:00:31:08.220,109,N/A,N/A,N/A,Premier,1,92,Orange Factory Racing,+00:00:07:30.440,66,66,+00:00:00:36.680,+00:00:07:30.440,+00:00:05:14.800,43,57,+00:00:00:54.830,+00:00:12:45.240,+00:00:02:59.210,56,55,+00:00:01:06.590,+00:00:15:44.450,+00:00:08:07.300,51,53,+00:00:01:37.750,+00:00:23:51.750,+00:00:07:16.470,39,51,+00:00:02:04.220,+00:00:31:08.220,,,,,,,,,,
EWS Crans-Montana,MEN,CROZ Romain,FRA,37161,52,+00:00:31:12.210,107,N/A,N/A,N/A,N/A,N/A,N/A,N/A,+00:00:07:23.190,47,47,+00:00:00:29.430,+00:00:07:23.190,+00:00:05:16.070,49,47,+00:00:00:48.850,+00:00:12:39.260,+00:00:03:02.020,71,52,+00:00:01:03.420,+00:00:15:41.280,+00:00:08:08.650,55,52,+00:00:01:35.930,+00:00:23:49.930,+00:00:07:22.280,56,52,+00:00:02:08.210,+00:00:31:12.210,,,,,,,,,,
EWS Crans-Montana,MEN,KRASNY Carter,CAN,22027,53,+00:00:31:12.450,105,N/A,N/A,N/A,N/A,N/A,N/A,N/A,+00:00:07:37.430,85,84,+00:00:00:43.670,+00:00:07:37.430,+00:00:05:18.570,61,69,+00:00:01:05.590,+00:00:12:56.000,+00:00:02:56.550,39,65,+00:00:01:14.690,+00:00:15:52.550,+00:00:08:01.720,36,54,+00:00:01:40.270,+00:00:23:54.270,+00:00:07:18.180,46,53,+00:00:02:08.450,+00:00:31:12.450,,,,,,,,,,
EWS Crans-Montana,MEN,BAUD Eliott,FRA,22053,54,+00:00:31:14.370,103,N/A,N/A,N/A,N/A,N/A,N/A,N/A,+00:00:07:32.000,71,71,+00:00:00:38.240,+00:00:07:32.000,+00:00:05:14.940,44,58,+00:00:00:56.530,+00:00:12:46.940,+00:00:03:00.040,64,58,+00:00:01:09.120,+00:00:15:46.980,+00:00:08:17.470,76,63,+00:00:01:50.450,+00:00:24:04.450,+00:00:07:09.920,26,54,+00:00:02:10.370,+00:00:31:14.370,,,,,,,,,,
EWS Crans-Montana,MEN,RIHA Jakub,CZE,22509,55,+00:00:31:17.030,101,N/A,N/A,N/A,N/A,N/A,N/A,N/A,+00:00:07:30.520,67,67,+00:00:00:36.760,+00:00:07:30.520,+00:00:05:17.780,56,61,+00:00:00:57.890,+00:00:12:48.300,+00:00:02:59.900,63,59,+00:00:01:10.340,+00:00:15:48.200,+00:00:08:10.120,57,57,+00:00:01:44.320,+00:00:23:58.320,+00:00:07:18.710,48,55,+00:00:02:13.030,+00:00:31:17.030,,,,,,,,,,
EWS Crans-Montana,MEN,BERNET Jonas,SUI,33390,56,+00:00:31:20.030,99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,+00:00:07:28.980,60,60,+00:00:00:35.220,+00:00:07:28.980,+00:00:05:21.010,72,63,+00:00:00:59.580,+00:00:12:49.990,+00:00:03:02.480,75,64,+00:00:01:14.610,+00:00:15:52.470,+00:00:08:10.980,61,60,+00:00:01:49.450,+00:00:24:03.450,+00:00:07:16.580,40,56,+00:00:02:16.030,+00:00:31:20.030,,,,,,,,,,
EWS Crans-Montana,MEN,IENZER Emeric,FRA,31862,57,+00:00:31:20.100,97,N/A,N/A,N/A,Pro,2,21,Scott SR Suntour Enduro Team,+00:00:07:25.280,52,52,+00:00:00:31.520,+00:00:07:25.280,+00:00:05:18.030,58,55,+00:00:00:52.900,+00:00:12:43.310,+00:00:02:59.080,54,54,+00:00:01:04.530,+00:00:15:42.390,+00:00:08:13.780,68,55,+00:00:01:42.170,+00:00:23:56.170,+00:00:07:23.930,62,57,+00:00:02:16.100,+00:00:31:20.100,,,,,,,,,,
EWS Crans-Montana,MEN,SCOTT Mark,GBR,21714,58,+00:00:31:25.580,95,N/A,N/A,N/A,Premier,1,20,Santa Cruz X SRAM,+00:00:07:28.370,59,59,+00:00:00:34.610,+00:00:07:28.370,+00:00:05:19.770,66,60,+00:00:00:57.730,+00:00:12:48.140,+00:00:03:01.730,69,60,+00:00:01:12.010,+00:00:15:49.870,+00:00:08:11.190,62,58,+00:00:01:47.060,+00:00:24:01.060,+00:00:07:24.520,64,58,+00:00:02:21.580,+00:00:31:25.580,,,,,,,,,,
EWS Crans-Montana,MEN,MCCUTCHEON Trevor,USA,31137,59,+00:00:31:26.420,93,N/A,N/A,N/A,N/A,N/A,N/A,N/A,+00:00:07:34.950,81,79,+00:00:00:41.190,+00:00:07:34.950,+00:00:05:16.070,50,66,+00:00:01:00.610,+00:00:12:51.020,+00:00:03:00.150,65,62,+00:00:01:13.310,+00:00:15:51.170,+00:00:08:13.000,66,61,+00:00:01:50.170,+00:00:24:04.170,+00:00:07:22.250,55,59,+00:00:02:22.420,+00:00:31:26.420,,,,,,,,,,
EWS Crans-Montana,MEN,WOLFE Daniel,IRL,22250,60,+00:00:31:28.980,91,N/A,N/A,N/A,Pro,2,17,Polygon Factory Racing,+00:00:07:30.160,65,65,+00:00:00:36.400,+00:00:07:30.160,+00:00:05:20.200,68,65,+00:00:00:59.950,+00:00:12:50.360,+00:00:03:02.050,72,63,+00:00:01:14.550,+00:00:15:52.410,+00:00:08:10.930,60,59,+00:00:01:49.340,+00:00:24:03.340,+00:00:07:25.640,66,60,+00:00:02:24.980,+00:00:31:28.980,,,,,,,,,,
EWS Crans-Montana,MEN,HARRIS Bradley,NZL,27637,61,+00:00:31:31.720,89,N/A,N/A,N/A,Development,5,82,Theory Racing p/b ProBikeKit,+00:00:07:33.530,74,73,+00:00:00:39.770,+00:00:07:33.530,+00:00:05:22.360,76,68,+00:00:01:05.480,+00:00:12:55.890,+00:00:03:03.320,81,70,+00:00:01:21.350,+00:00:15:59.210,+00:00:08:10.850,59,65,+00:00:01:56.060,+00:00:24:10.060,+00:00:07:21.660,53,61,+00:00:02:27.720,+00:00:31:31.720,,,,,,,,,,
EWS Crans-Montana,MEN,DRACH Torben,GER,22419,62,+00:00:31:33.720,87,N/A,N/A,N/A,Development,5,100,RAAW // Levelnine Gravity,+00:00:07:39.270,90,89,+00:00:00:45.510,+00:00:07:39.270,+00:00:05:28.720,94,91,+00:00:01:17.580,+00:00:13:07.990,+00:00:03:01.700,68,87,+00:00:01:31.830,+00:00:16:09.690,+00:00:08:06.700,50,69,+00:00:02:02.390,+00:00:24:16.390,+00:00:07:17.330,44,62,+00:00:02:29.720,+00:00:31:33.720,,,,,,,,,,
EWS Crans-Montana,MEN,HEBERT Ambroise,FRA,21934,63,+00:00:31:35.180,85,N/A,N/A,N/A,N/A,N/A,N/A,N/A,+00:00:07:29.310,61,61,+00:00:00:35.550,+00:00:07:29.310,+00:00:05:29.380,99,72,+00:00:01:08.280,+00:00:12:58.690,+00:00:03:05.360,93,75,+00:00:01:26.190,+00:00:16:04.050,+00:00:08:10.650,58,68,+00:00:02:00.700,+00:00:24:14.700,+00:00:07:20.480,51,63,+00:00:02:31.180,+00:00:31:35.180,,,,,,,,,,
EWS Crans-Montana,MEN,MOROTTI Hugo,FRA,24522,64,+00:00:31:35.260,83,N/A,N/A,N/A,N/A,N/A,N/A,N/A,+00:00:07:41.220,95,93,+00:00:00:47.460,+00:00:07:41.220,+00:00:05:18.800,62,77,+00:00:01:09.610,+00:00:13:00.020,+00:00:02:59.340,57,71,+00:00:01:21.500,+00:00:15:59.360,+00:00:08:17.450,75,70,+00:00:02:02.810,+00:00:24:16.810,+00:00:07:18.450,47,64,+00:00:02:31.260,+00:00:31:35.260,,,,,,,,,,
EWS Crans-Montana,MEN,DALE Sam,GBR,22733,65,+00:00:31:35.480,81,N/A,N/A,N/A,N/A,N/A,N/A,N/A,+00:00:07:32.400,72,72,+00:00:00:38.640,+00:00:07:32.400,+00:00:05:35.340,121,90,+00:00:01:17.330,+00:00:13:07.740,+00:00:02:57.170,46,78,+00:00:01:27.050,+00:00:16:04.910,+00:00:08:14.310,71,73,+00:00:02:05.220,+00:00:24:19.220,+00:00:07:16.260,37,65,+00:00:02:31.480,+00:00:31:35.480,,,,,,,,,,
EWS Crans-Montana,MEN,GALLAGHER Christopher,GBR,23014,66,+00:00:31:36.000,79,N/A,N/A,N/A,N/A,N/A,N/A,N/A,+00:00:07:28.180,57,57,+00:00:00:34.420,+00:00:07:28.180,+00:00:05:22.080,74,64,+00:00:00:59.850,+00:00:12:50.260,+00:00:02:59.850,61,61,+00:00:01:12.250,+00:00:15:50.110,+00:00:08:14.270,69,62,+00:00:01:50.380,+00:00:24:04.380,+00:00:07:31.620,89,66,+00:00:02:32.000,+00:00:31:36.000,,,,,,,,,,
EWS Crans-Montana,MEN,SZYMCZUK Lukasz,POL,23313,67,+00:00:31:39.360,77,N/A,N/A,N/A,N/A,N/A,N/A,N/A,+00:00:07:30.670,68,68,+00:00:00:36.910,+00:00:07:30.670,+00:00:05:29.310,98,76,+00:00:01:09.570,+00:00:12:59.980,+00:00:03:02.190,73,72,+00:00:01:24.310,+00:00:16:02.170,+00:00:08:15.190,72,71,+00:00:02:03.360,+00:00:24:17.360,+00:00:07:22.000,54,67,+00:00:02:35.360,+00:00:31:39.360,,,,,,,,,,
EWS Crans-Montana,MEN,BLAIR Lachlan,GBR,21426,68,+00:00:31:40.760,75,N/A,N/A,N/A,Premier,1,92,Orange Factory Racing,+00:00:07:31.470,70,70,+00:00:00:37.710,+00:00:07:31.470,+00:00:05:30.630,103,82,+00:00:01:11.690,+00:00:13:02.100,+00:00:03:03.780,83,81,+00:00:01:28.020,+00:00:16:05.880,+00:00:08:11.830,63,72,+00:00:02:03.710,+00:00:24:17.710,+00:00:07:23.050,58,68,+00:00:02:36.760,+00:00:31:40.760,,,,,,,,,,
EWS Crans-Montana,MEN,WALKER Nicolas,SUI,34005,69,+00:00:31:43.370,73,N/A,N/A,N/A,N/A,N/A,N/A,N/A,+00:00:07:29.520,62,62,+00:00:00:35.760,+00:00:07:29.520,+00:00:05:18.100,59,59,+00:00:00:57.210,+00:00:12:47.620,+00:00:03:05.000,92,66,+00:00:01:14.760,+00:00:15:52.620,+00:00:08:27.750,88,74,+00:00:02:06.370,+00:00:24:20.370,+00:00:07:23.000,57,69,+00:00:02:39.370,+00:00:31:43.370,,,,,,,,,,
EWS Crans-Montana,MEN,PFEIL Max,GER,27442,70,+00:00:31:45.030,71,N/A,N/A,N/A,N/A,N/A,N/A,N/A,+00:00:07:25.470,53,53,+00:00:00:31.710,+00:00:07:25.470,+00:00:05:16.170,51,49,+00:00:00:51.230,+00:00:12:41.640,+00:00:03:15.370,136,68,+00:00:01:19.150,+00:00:15:57.010,+00:00:08:17.550,77,67,+00:00:02:00.560,+00:00:24:14.560,+00:00:07:30.470,84,70,+00:00:02:41.030,+00:00:31:45.030,,,,,,,,,,
EWS Crans-Montana,MEN,EBDON Jake,GBR,32703,71,+00:00:31:47.370,69,N/A,N/A,N/A,N/A,N/A,N/A,N/A,+00:00:07:38.610,88,87,+00:00:00:44.850,+00:00:07:38.610,+00:00:05:17.760,55,70,+00:00:01:05.960,+00:00:12:56.370,+00:00:02:56.520,38,67,+00:00:01:15.030,+00:00:15:52.890,+00:00:08:12.710,64,64,+00:00:01:51.600,+00:00:24:05.600,+00:00:07:41.770,111,71,+00:00:02:43.370,+00:00:31:47.370,,,,,,,,,,
EWS Crans-Montana,MEN,LOEFFLER Christian,GER,23169,72,+00:00:31:49.600,67,N/A,N/A,N/A,N/A,N/A,N/A,N/A,+00:00:07:37.000,84,83,+00:00:00:43.240,+00:00:07:37.000,+00:00:05:23.500,78,78,+00:00:01:10.090,+00:00:13:00.500,+00:00:03:04.540,87,79,+00:00:01:27.180,+00:00:16:05.040,+00:00:08:17.330,74,77,+00:00:02:08.370,+00:00:24:22.370,+00:00:07:27.230,71,72,+00:00:02:45.600,+00:00:31:49.600,,,,,,,,,,
