race_name,race_class,name,nationality,rider_id,final_position,total_time,total_points,pro_points,queen_points,power_points,team.teamClass,team.teamClassId,team.teamId,team.teamName,stage_1_time,stage_1_stage_result,stage_1_cumulative_result,stage_1_cumulative_behind,stage_1_overall_time,stage_2_time,stage_2_stage_result,stage_2_cumulative_result,stage_2_cumulative_behind,stage_2_overall_time,stage_3_time,stage_3_stage_result,stage_3_cumulative_result,stage_3_cumulative_behind,stage_3_overall_time,stage_4_time,stage_4_stage_result,stage_4_cumulative_result,stage_4_cumulative_behind,stage_4_overall_time,stage_5_time,stage_5_stage_result,stage_5_cumulative_result,stage_5_cumulative_behind,stage_5_overall_time,stage_6_time,stage_6_stage_result,stage_6_cumulative_result,stage_6_cumulative_behind,stage_6_overall_time,stage_0_time,stage_0_stage_result,stage_0_cumulative_result,stage_0_cumulative_behind,stage_0_overall_time
EWS Sugarloaf,MEN | Under 21,GILCHRIST Ryan,AUS,36859,10,+00:00:28:51.420,125,N/A,N/A,N/A,N/A,N/A,N/A,N/A,+00:00:03:39.240,14,13,+00:00:00:18.650,+00:00:03:39.240,+00:00:04:58.100,7,9,+00:00:00:31.720,+00:00:08:37.340,+00:00:08:57.550,13,9,+00:00:01:01.170,+00:00:17:34.890,+00:00:03:27.420,21,10,+00:00:01:15.570,+00:00:21:02.310,+00:00:04:26.390,6,10,+00:00:01:21.180,+00:00:25:28.700,+00:00:03:22.720,8,10,+00:00:01:22.540,+00:00:28:51.420,,,,,
EWS Sugarloaf,MEN | Under 21,BROWN John,USA,27555,11,+00:00:29:06.330,115,N/A,N/A,N/A,Premier,1,26,Yeti / Fox Factory Team,+00:00:03:54.490,30,29,+00:00:00:33.900,+00:00:03:54.490,+00:00:05:00.730,9,16,+00:00:00:49.600,+00:00:08:55.220,+00:00:08:49.600,7,12,+00:00:01:11.100,+00:00:17:44.820,+00:00:03:19.850,10,11,+00:00:01:17.930,+00:00:21:04.670,+00:00:04:32.850,13,11,+00:00:01:30.000,+00:00:25:37.520,+00:00:03:28.810,17,11,+00:00:01:37.450,+00:00:29:06.330,,,,,
EWS Sugarloaf,MEN | Under 21,FAIRBROTHER Matthew,NZL,35439,12,+00:00:29:10.340,100,N/A,N/A,N/A,N/A,N/A,N/A,N/A,+00:00:03:30.210,7,7,+00:00:00:09.620,+00:00:03:30.210,+00:00:05:23.560,23,15,+00:00:00:48.150,+00:00:08:53.770,+00:00:08:56.720,11,14,+00:00:01:16.770,+00:00:17:50.490,+00:00:03:15.500,5,12,+00:00:01:19.250,+00:00:21:05.990,+00:00:04:39.450,23,12,+00:00:01:37.920,+00:00:25:45.440,+00:00:03:24.900,10,12,+00:00:01:41.460,+00:00:29:10.340,,,,,
EWS Sugarloaf,MEN | Under 21,KLOKOCKA Vojtech,CZE,36797,13,+00:00:29:11.710,90,N/A,N/A,N/A,N/A,N/A,N/A,N/A,+00:00:03:36.070,8,8,+00:00:00:15.480,+00:00:03:36.070,+00:00:05:02.000,12,11,+00:00:00:32.450,+00:00:08:38.070,+00:00:09:09.780,20,13,+00:00:01:14.130,+00:00:17:47.850,+00:00:03:24.950,18,13,+00:00:01:26.060,+00:00:21:12.800,+00:00:04:34.150,18,13,+00:00:01:39.430,+00:00:25:46.950,+00:00:03:24.760,9,13,+00:00:01:42.830,+00:00:29:11.710,,,,,
EWS Sugarloaf,MEN | Under 21,KAUX Marin,FRA,30383,14,+00:00:29:19.820,85,N/A,N/A,N/A,Development,5,88,Tribe Pyrenees Gravity,+00:00:03:45.380,23,22,+00:00:00:24.790,+00:00:03:45.380,+00:00:05:11.330,18,18,+00:00:00:51.090,+00:00:08:56.710,+00:00:08:57.410,12,16,+00:00:01:20.400,+00:00:17:54.120,+00:00:03:24.550,17,15,+00:00:01:31.930,+00:00:21:18.670,+00:00:04:30.150,10,14,+00:00:01:41.300,+00:00:25:48.820,+00:00:03:31.000,20,14,+00:00:01:50.940,+00:00:29:19.820,,,,,
EWS Sugarloaf,MEN | Under 21,FISHER Brandon,USA,25638,15,+00:00:29:22.990,80,N/A,N/A,N/A,N/A,N/A,N/A,N/A,+00:00:03:45.780,24,23,+00:00:00:25.190,+00:00:03:45.780,+00:00:05:07.500,15,14,+00:00:00:47.660,+00:00:08:53.280,+00:00:08:57.570,14,15,+00:00:01:17.130,+00:00:17:50.850,+00:00:03:24.000,15,14,+00:00:01:28.110,+00:00:21:14.850,+00:00:04:36.570,20,15,+00:00:01:43.900,+00:00:25:51.420,+00:00:03:31.570,21,15,+00:00:01:54.110,+00:00:29:22.990,,,,,
EWS Sugarloaf,MEN | Under 21,BERTINI Lisandru,FRA,36198,16,+00:00:29:33.380,75,N/A,N/A,N/A,Premier,1,13,Lapierre Zipp Collective,+00:00:03:39.400,15,14,+00:00:00:18.810,+00:00:03:39.400,+00:00:05:11.080,17,13,+00:00:00:44.860,+00:00:08:50.480,+00:00:09:21.100,22,18,+00:00:01:37.860,+00:00:18:11.580,+00:00:03:25.980,19,17,+00:00:01:50.820,+00:00:21:37.560,+00:00:04:33.130,16,16,+00:00:02:03.170,+00:00:26:10.690,+00:00:03:22.690,7,16,+00:00:02:04.500,+00:00:29:33.380,,,,,
EWS Sugarloaf,MEN | Under 21,BROCHET Nicolas,CAN,51316,17,+00:00:29:42.170,70,N/A,N/A,N/A,N/A,N/A,N/A,N/A,+00:00:04:00.330,31,30,+00:00:00:39.740,+00:00:04:00.330,+00:00:05:08.930,16,23,+00:00:01:03.640,+00:00:09:09.260,+00:00:09:02.700,15,20,+00:00:01:38.240,+00:00:18:11.960,+00:00:03:23.350,13,16,+00:00:01:48.570,+00:00:21:35.310,+00:00:04:38.400,22,17,+00:00:02:06.190,+00:00:26:13.710,+00:00:03:28.460,15,17,+00:00:02:13.290,+00:00:29:42.170,,,,,
EWS Sugarloaf,MEN | Under 21,HAYDEN Adrian,USA,31647,18,+00:00:29:44.820,65,N/A,N/A,N/A,N/A,N/A,N/A,N/A,+00:00:03:36.870,10,10,+00:00:00:16.280,+00:00:03:36.870,+00:00:05:28.540,25,21,+00:00:00:59.790,+00:00:09:05.410,+00:00:09:22.180,23,23,+00:00:01:53.870,+00:00:18:27.590,+00:00:03:20.600,12,20,+00:00:02:01.450,+00:00:21:48.190,+00:00:04:28.400,9,18,+00:00:02:09.070,+00:00:26:16.590,+00:00:03:28.230,14,18,+00:00:02:15.940,+00:00:29:44.820,,,,,
EWS Sugarloaf,MEN | Under 21,HUTMAN Omer,ISR,40015,19,+00:00:29:51.030,60,N/A,N/A,N/A,N/A,N/A,N/A,N/A,+00:00:03:42.560,18,17,+00:00:00:21.970,+00:00:03:42.560,+00:00:05:13.280,20,17,+00:00:00:50.220,+00:00:08:55.840,+00:00:09:27.050,25,21,+00:00:01:49.170,+00:00:18:22.890,+00:00:03:24.430,16,19,+00:00:02:00.580,+00:00:21:47.320,+00:00:04:32.940,14,19,+00:00:02:12.740,+00:00:26:20.260,+00:00:03:30.770,19,19,+00:00:02:22.150,+00:00:29:51.030,,,,,
EWS Sugarloaf,MEN | Under 21,BEARD Carson,USA,34254,20,+00:00:29:59.170,55,N/A,N/A,N/A,N/A,N/A,N/A,N/A,+00:00:03:42.210,17,16,+00:00:00:21.620,+00:00:03:42.210,+00:00:05:20.900,22,19,+00:00:00:57.490,+00:00:09:03.110,+00:00:09:07.970,18,17,+00:00:01:37.360,+00:00:18:11.080,+00:00:03:27.690,23,18,+00:00:01:52.030,+00:00:21:38.770,+00:00:04:45.000,25,20,+00:00:02:16.250,+00:00:26:23.770,+00:00:03:35.400,23,20,+00:00:02:30.290,+00:00:29:59.170,,,,,
EWS Sugarloaf,MEN | Under 21,PEREZ VASQUE Clemente,CHI,52269,21,+00:00:30:09.310,50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,+00:00:03:42.750,19,18,+00:00:00:22.160,+00:00:03:42.750,+00:00:05:25.750,24,22,+00:00:01:02.880,+00:00:09:08.500,+00:00:09:16.380,21,22,+00:00:01:51.160,+00:00:18:24.880,+00:00:03:30.630,24,21,+00:00:02:08.770,+00:00:21:55.510,+00:00:04:38.250,21,21,+00:00:02:26.240,+00:00:26:33.760,+00:00:03:35.550,24,21,+00:00:02:40.430,+00:00:30:09.310,,,,,
EWS Sugarloaf,MEN | Under 21,FOURCADE Luca,FRA,35944,22,+00:00:30:14.550,45,N/A,N/A,N/A,Development,5,88,Tribe Pyrenees Gravity,+00:00:03:38.590,13,12,+00:00:00:18.000,+00:00:03:38.590,+00:00:05:56.900,32,29,+00:00:01:29.870,+00:00:09:35.490,+00:00:09:07.720,17,25,+00:00:02:09.490,+00:00:18:43.210,+00:00:03:27.480,22,24,+00:00:02:23.950,+00:00:22:10.690,+00:00:04:34.720,19,22,+00:00:02:37.890,+00:00:26:45.410,+00:00:03:29.140,18,22,+00:00:02:45.670,+00:00:30:14.550,,,,,
EWS Sugarloaf,MEN | Under 21,ZOTOS Sokratis Aris,GRE,40305,23,+00:00:30:24.690,40,N/A,N/A,N/A,Pro,2,103,Propain Factory Enduro,+00:00:03:42.180,16,15,+00:00:00:21.590,+00:00:03:42.180,+00:00:05:37.950,29,26,+00:00:01:14.510,+00:00:09:20.130,+00:00:09:28.180,26,26,+00:00:02:14.590,+00:00:18:48.310,+00:00:03:26.720,20,25,+00:00:02:28.290,+00:00:22:15.030,+00:00:04:33.130,15,23,+00:00:02:40.640,+00:00:26:48.160,+00:00:03:36.530,25,23,+00:00:02:55.810,+00:00:30:24.690,,,,,
EWS Sugarloaf,MEN | Under 21,GADBOIS Eli,USA,39407,24,+00:00:30:41.940,35,N/A,N/A,N/A,N/A,N/A,N/A,N/A,+00:00:03:46.470,25,24,+00:00:00:25.880,+00:00:03:46.470,+00:00:05:18.780,21,20,+00:00:00:59.630,+00:00:09:05.250,+00:00:09:26.220,24,24,+00:00:01:57.750,+00:00:18:31.470,+00:00:03:39.020,26,23,+00:00:02:23.750,+00:00:22:10.490,+00:00:04:56.860,29,24,+00:00:02:59.830,+00:00:27:07.350,+00:00:03:34.590,22,24,+00:00:03:13.060,+00:00:30:41.940,,,,,
EWS Sugarloaf,MEN | Under 21,DEBRUHL Devin,USA,36908,25,+00:00:31:14.150,30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,+00:00:03:49.510,28,27,+00:00:00:28.920,+00:00:03:49.510,+00:00:05:45.420,30,28,+00:00:01:29.310,+00:00:09:34.930,+00:00:09:45.200,30,29,+00:00:02:46.410,+00:00:19:20.130,+00:00:03:34.300,25,27,+00:00:03:07.690,+00:00:22:54.430,+00:00:04:41.000,24,25,+00:00:03:27.910,+00:00:27:35.430,+00:00:03:38.720,26,25,+00:00:03:45.270,+00:00:31:14.150,,,,,
EWS Sugarloaf,MEN | Under 21,WHITE Ronan,GBR,36972,26,+00:00:31:22.010,25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,+00:00:03:49.050,27,26,+00:00:00:28.460,+00:00:03:49.050,+00:00:05:31.030,27,25,+00:00:01:14.460,+00:00:09:20.080,+00:00:09:37.680,29,27,+00:00:02:24.040,+00:00:18:57.760,+00:00:03:41.250,27,26,+00:00:02:52.270,+00:00:22:39.010,+00:00:04:59.490,30,26,+00:00:03:30.980,+00:00:27:38.500,+00:00:03:43.510,28,26,+00:00:03:53.130,+00:00:31:22.010,,,,,
EWS Sugarloaf,MEN | Under 21,DAVIS Owen,USA,26665,27,+00:00:31:46.130,20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,+00:00:03:50.330,29,28,+00:00:00:29.740,+00:00:03:50.330,+00:00:06:06.080,33,31,+00:00:01:50.790,+00:00:09:56.410,+00:00:09:28.830,27,30,+00:00:02:51.520,+00:00:19:25.240,+00:00:03:43.440,29,28,+00:00:03:21.940,+00:00:23:08.680,+00:00:04:50.780,28,27,+00:00:03:51.940,+00:00:27:59.460,+00:00:03:46.670,29,27,+00:00:04:17.250,+00:00:31:46.130,,,,,
EWS Sugarloaf,MEN | Under 21,RODGERS Lief,CAN,26651,28,+00:00:32:41.110,15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,+00:00:03:37.420,12,34,+00:00:03:16.830,+00:00:06:37.420,+00:00:05:04.440,14,34,+00:00:03:36.240,+00:00:11:41.860,+00:00:09:37.020,28,32,+00:00:04:45.160,+00:00:21:18.880,+00:00:03:23.410,14,29,+00:00:04:55.550,+00:00:24:42.290,+00:00:04:31.340,11,28,+00:00:05:06.110,+00:00:29:13.630,+00:00:03:27.480,12,28,+00:00:05:12.230,+00:00:32:41.110,,,,,
EWS Sugarloaf,MEN | Under 21,WICKLUND Jackson,USA,39414,29,+00:00:34:34.070,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,+00:00:04:20.410,34,33,+00:00:00:59.820,+00:00:04:20.410,+00:00:05:33.680,28,30,+00:00:01:48.470,+00:00:09:54.090,+00:00:12:24.380,33,33,+00:00:05:44.750,+00:00:22:18.470,+00:00:03:41.940,28,30,+00:00:06:13.670,+00:00:26:00.410,+00:00:04:50.180,27,29,+00:00:06:43.070,+00:00:30:50.590,+00:00:03:43.480,27,29,+00:00:07:05.190,+00:00:34:34.070,,,,,
EWS Sugarloaf,MEN | Under 21,PRINGLE Colby,CAN,35143,DNF,DNF,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,+00:00:03:44.000,20,19,+00:00:00:23.410,+00:00:03:44.000,+00:00:04:44.170,1,6,+00:00:00:22.550,+00:00:08:28.170,+00:00:09:09.580,19,10,+00:00:01:04.030,+00:00:17:37.750,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,,,,,
EWS Sugarloaf,MEN | Under 21,BUMSTEAD Devon,USA,34401,DNF,DNF,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,+00:00:03:44.490,22,21,+00:00:00:23.900,+00:00:03:44.490,+00:00:05:30.750,26,24,+00:00:01:09.620,+00:00:09:15.240,+00:00:09:56.420,31,28,+00:00:02:37.940,+00:00:19:11.660,DNF,DNF,31,,,+00:00:04:47.650,26,30,,,DNF,DNF,DNF,DNF,DNF,,,,,
EWS Sugarloaf,MEN | Under 21,BUENGEN Lars Henrik,SUI,27225,DNF,DNF,0,N/A,N/A,N/A,Development,5,101,Swiss Enduro Team by Giant,+00:00:04:18.850,33,32,+00:00:00:58.260,+00:00:04:18.850,+00:00:05:46.120,31,32,+00:00:01:59.350,+00:00:10:04.970,+00:00:10:04.670,32,31,+00:00:03:35.920,+00:00:20:09.640,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,,,,,
EWS Sugarloaf,MEN | Under 21,BOULIANNE Victor,CAN,39117,DNF,DNF,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,+00:00:03:46.930,26,25,+00:00:00:26.340,+00:00:03:46.930,+00:00:07:00.480,34,33,+00:00:02:41.790,+00:00:10:47.410,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,,,,,
EWS Sugarloaf,MEN | Under 21,CHRISTIE Bailey,AUS,38376,DNF,DNF,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,+00:00:04:10.610,32,31,+00:00:00:50.020,+00:00:04:10.610,+00:00:05:12.170,19,27,+00:00:01:17.160,+00:00:09:22.780,+00:00:08:49.070,6,19,+00:00:01:38.130,+00:00:18:11.850,+00:00:03:50.680,30,22,+00:00:02:15.790,+00:00:22:02.530,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,,,,,
EWS Sugarloaf,WOMEN,COURDURIER Isabeau,FRA,21731,1,+00:00:31:44.870,555,25,10,N/A,Premier,1,13,Lapierre Zipp Collective,+00:00:03:51.470,1,1,+00:00:00:00.000,+00:00:03:51.470,+00:00:05:44.600,1,1,+00:00:00:00.000,+00:00:09:36.070,+00:00:09:50.750,4,1,+00:00:00:00.000,+00:00:19:26.820,+00:00:03:38.180,2,1,+00:00:00:00.000,+00:00:23:05.000,+00:00:04:53.650,2,1,+00:00:00:00.000,+00:00:27:58.650,+00:00:03:46.220,2,1,+00:00:00:00.000,+00:00:31:44.870,,,,,
EWS Sugarloaf,WOMEN,BARAONA Rebecca,GBR,21715,2,+00:00:31:58.940,480,5,25,N/A,Premier,1,26,Yeti / Fox Factory Team,+00:00:03:57.830,5,5,+00:00:00:06.360,+00:00:03:57.830,+00:00:05:44.770,2,2,+00:00:00:06.530,+00:00:09:42.600,+00:00:09:45.570,1,2,+00:00:00:01.350,+00:00:19:28.170,+00:00:03:39.980,3,2,+00:00:00:03.150,+00:00:23:08.150,+00:00:05:01.230,6,2,+00:00:00:10.730,+00:00:28:09.380,+00:00:03:49.560,7,2,+00:00:00:14.070,+00:00:31:58.940,,,,,
EWS Sugarloaf,WOMEN,CONOLLY Ella,GBR,21859,3,+00:00:32:06.420,440,N/A,20,N/A,Pro,2,2,Cannondale Enduro,+00:00:04:01.630,8,8,+00:00:00:10.160,+00:00:04:01.630,+00:00:06:00.070,10,9,+00:00:00:25.630,+00:00:10:01.700,+00:00:09:45.760,2,5,+00:00:00:20.640,+00:00:19:47.460,+00:00:03:42.630,6,5,+00:00:00:25.090,+00:00:23:30.090,+00:00:04:51.880,1,3,+00:00:00:23.320,+00:00:28:21.970,+00:00:03:44.450,1,3,+00:00:00:21.550,+00:00:32:06.420,,,,,
EWS Sugarloaf,WOMEN,SCARSI Gloria,ITA,36425,4,+00:00:32:11.200,390,15,N/A,N/A,Premier,1,102,Canyon CLLTV Dainese,+00:00:03:55.320,3,3,+00:00:00:03.850,+00:00:03:55.320,+00:00:05:49.190,6,3,+00:00:00:08.440,+00:00:09:44.510,+00:00:09:55.730,6,3,+00:00:00:13.420,+00:00:19:40.240,+00:00:03:43.700,7,4,+00:00:00:18.940,+00:00:23:23.940,+00:00:04:58.050,4,4,+00:00:00:23.340,+00:00:28:21.990,+00:00:03:49.210,5,4,+00:00:00:26.330,+00:00:32:11.200,,,,,
EWS Sugarloaf,WOMEN,COOK Becky,GBR,21664,5,+00:00:32:16.640,340,N/A,15,N/A,N/A,N/A,N/A,N/A,+00:00:04:05.300,10,10,+00:00:00:13.830,+00:00:04:05.300,+00:00:05:48.560,4,6,+00:00:00:17.790,+00:00:09:53.860,+00:00:09:48.440,3,4,+00:00:00:15.480,+00:00:19:42.300,+00:00:03:41.080,4,3,+00:00:00:18.380,+00:00:23:23.380,+00:00:05:01.900,7,5,+00:00:00:26.630,+00:00:28:25.280,+00:00:03:51.360,8,5,+00:00:00:31.770,+00:00:32:16.640,,,,,
EWS Sugarloaf,WOMEN,MORRISON Rae,NZL,21630,6,+00:00:32:26.060,300,N/A,N/A,N/A,Premier,1,77,Liv Racing,+00:00:03:59.790,6,6,+00:00:00:08.320,+00:00:03:59.790,+00:00:05:51.720,8,5,+00:00:00:15.440,+00:00:09:51.510,+00:00:09:56.760,7,6,+00:00:00:21.450,+00:00:19:48.270,+00:00:03:47.630,14,7,+00:00:00:30.900,+00:00:23:35.900,+00:00:05:00.920,5,6,+00:00:00:38.170,+00:00:28:36.820,+00:00:03:49.240,6,6,+00:00:00:41.190,+00:00:32:26.060,,,,,
EWS Sugarloaf,WOMEN,RICHTER Raphaela,GER,25746,7,+00:00:32:31.350,255,N/A,5,N/A,Premier,1,11,Ibis Enduro Team,+00:00:04:11.760,14,14,+00:00:00:20.290,+00:00:04:11.760,+00:00:05:46.380,3,7,+00:00:00:22.070,+00:00:09:58.140,+00:00:09:51.150,5,7,+00:00:00:22.470,+00:00:19:49.290,+00:00:03:46.010,11,6,+00:00:00:30.300,+00:00:23:35.300,+00:00:05:04.330,10,7,+00:00:00:40.980,+00:00:28:39.630,+00:00:03:51.720,9,7,+00:00:00:46.480,+00:00:32:31.350,,,,,
EWS Sugarloaf,WOMEN,CHARRE Morgane,FRA,21958,8,+00:00:32:33.940,235,10,N/A,N/A,Pro,2,74,Pivot Factory Racing,+00:00:03:56.330,4,4,+00:00:00:04.860,+00:00:03:56.330,+00:00:06:21.480,17,13,+00:00:00:41.740,+00:00:10:17.810,+00:00:09:57.620,8,10,+00:00:00:48.610,+00:00:20:15.430,+00:00:03:34.650,1,9,+00:00:00:45.080,+00:00:23:50.080,+00:00:04:56.250,3,8,+00:00:00:47.680,+00:00:28:46.330,+00:00:03:47.610,3,8,+00:00:00:49.070,+00:00:32:33.940,,,,,
EWS Sugarloaf,WOMEN,LANTHIER NADEAU Andreane,CAN,21609,9,+00:00:32:54.010,200,N/A,N/A,N/A,Premier,1,19,Rocky Mountain Race Face,+00:00:04:01.700,9,9,+00:00:00:10.230,+00:00:04:01.700,+00:00:06:00.380,11,10,+00:00:00:26.010,+00:00:10:02.080,+00:00:10:00.840,9,8,+00:00:00:36.100,+00:00:20:02.920,+00:00:03:47.050,13,8,+00:00:00:44.970,+00:00:23:49.970,+00:00:05:09.200,14,9,+00:00:01:00.520,+00:00:28:59.170,+00:00:03:54.840,11,9,+00:00:01:09.140,+00:00:32:54.010,,,,,
EWS Sugarloaf,WOMEN,ESPINEIRA HERREROS Florencia,CHI,22941,10,+00:00:33:03.670,175,N/A,N/A,N/A,Premier,1,16,Orbea FOX Enduro Team,+00:00:04:10.570,13,13,+00:00:00:19.100,+00:00:04:10.570,+00:00:05:58.220,9,11,+00:00:00:32.720,+00:00:10:08.790,+00:00:10:05.420,10,9,+00:00:00:47.390,+00:00:20:14.210,+00:00:03:47.960,15,10,+00:00:00:57.170,+00:00:24:02.170,+00:00:05:05.420,12,10,+00:00:01:08.940,+00:00:29:07.590,+00:00:03:56.080,12,10,+00:00:01:18.800,+00:00:33:03.670,,,,,
EWS Sugarloaf,WOMEN,PUGIN Melanie,FRA,21693,11,+00:00:33:06.040,170,20,N/A,N/A,Pro,2,49,BH Enduro Racing Team,+00:00:03:53.440,2,2,+00:00:00:01.970,+00:00:03:53.440,+00:00:06:25.240,18,14,+00:00:00:42.610,+00:00:10:18.680,+00:00:10:12.670,11,12,+00:00:01:04.530,+00:00:20:31.350,+00:00:03:41.110,5,12,+00:00:01:07.460,+00:00:24:12.460,+00:00:05:04.940,11,12,+00:00:01:18.750,+00:00:29:17.400,+00:00:03:48.640,4,11,+00:00:01:21.170,+00:00:33:06.040,,,,,
EWS Sugarloaf,WOMEN,MILLER Miranda,CAN,21687,12,+00:00:33:07.780,125,N/A,N/A,N/A,N/A,N/A,N/A,N/A,+00:00:04:00.600,7,7,+00:00:00:09.130,+00:00:04:00.600,+00:00:05:50.800,7,4,+00:00:00:15.330,+00:00:09:51.400,+00:00:10:33.500,15,11,+00:00:00:58.080,+00:00:20:24.900,+00:00:03:46.500,12,11,+00:00:01:06.400,+00:00:24:11.400,+00:00:05:03.050,8,11,+00:00:01:15.800,+00:00:29:14.450,+00:00:03:53.330,10,12,+00:00:01:22.910,+00:00:33:07.780,,,,,
EWS Sugarloaf,WOMEN,KINTNER Jill,USA,22648,13,+00:00:33:29.530,100,N/A,N/A,N/A,N/A,N/A,N/A,N/A,+00:00:04:12.100,16,16,+00:00:00:20.630,+00:00:04:12.100,+00:00:05:49.180,5,8,+00:00:00:25.210,+00:00:10:01.280,+00:00:10:35.310,16,13,+00:00:01:09.770,+00:00:20:36.590,+00:00:03:43.870,8,13,+00:00:01:15.460,+00:00:24:20.460,+00:00:05:06.600,13,13,+00:00:01:28.410,+00:00:29:27.060,+00:00:04:02.470,15,13,+00:00:01:44.660,+00:00:33:29.530,,,,,
EWS Sugarloaf,WOMEN,DUVERT Julie,FRA,21719,14,+00:00:33:40.420,95,N/A,N/A,N/A,Development,5,82,Theory Racing p/b ProBikeKit,+00:00:04:12.630,17,17,+00:00:00:21.160,+00:00:04:12.630,+00:00:06:08.270,14,15,+00:00:00:44.830,+00:00:10:20.900,+00:00:10:30.850,14,15,+00:00:01:24.930,+00:00:20:51.750,+00:00:03:44.920,9,14,+00:00:01:31.670,+00:00:24:36.670,+00:00:05:03.170,9,14,+00:00:01:41.190,+00:00:29:39.840,+00:00:04:00.580,13,14,+00:00:01:55.550,+00:00:33:40.420,,,,,
EWS Sugarloaf,WOMEN,LAWRENCE Kate,USA,27745,15,+00:00:33:49.700,90,N/A,N/A,N/A,Premier,1,26,Yeti / Fox Factory Team,+00:00:04:09.570,12,12,+00:00:00:18.100,+00:00:04:09.570,+00:00:06:13.230,15,17,+00:00:00:46.730,+00:00:10:22.800,+00:00:10:30.500,13,16,+00:00:01:26.480,+00:00:20:53.300,+00:00:03:45.120,10,16,+00:00:01:33.420,+00:00:24:38.420,+00:00:05:10.140,15,15,+00:00:01:49.910,+00:00:29:48.560,+00:00:04:01.140,14,15,+00:00:02:04.830,+00:00:33:49.700,,,,,
EWS Sugarloaf,WOMEN,REY Charlotte,FRA,31025,16,+00:00:34:02.480,80,N/A,N/A,N/A,Development,5,88,Tribe Pyrenees Gravity,+00:00:04:08.320,11,11,+00:00:00:16.850,+00:00:04:08.320,+00:00:06:07.830,13,12,+00:00:00:40.080,+00:00:10:16.150,+00:00:10:28.470,12,14,+00:00:01:17.800,+00:00:20:44.620,+00:00:03:53.570,17,15,+00:00:01:33.190,+00:00:24:38.190,+00:00:05:18.540,17,16,+00:00:01:58.080,+00:00:29:56.730,+00:00:04:05.750,17,16,+00:00:02:17.610,+00:00:34:02.480,,,,,
EWS Sugarloaf,WOMEN,JONNIER Morgane,FRA,22559,17,+00:00:34:35.980,70,N/A,N/A,N/A,Pro,2,93,Rossignol Factory Team,+00:00:04:12.080,15,15,+00:00:00:20.610,+00:00:04:12.080,+00:00:06:19.190,16,18,+00:00:00:55.200,+00:00:10:31.270,+00:00:10:46.050,18,18,+00:00:01:50.500,+00:00:21:17.320,+00:00:03:52.500,16,17,+00:00:02:04.820,+00:00:25:09.820,+00:00:05:22.320,18,18,+00:00:02:33.490,+00:00:30:32.140,+00:00:04:03.840,16,17,+00:00:02:51.110,+00:00:34:35.980,,,,,
EWS Sugarloaf,WOMEN,TAYLOR Chloe,GBR,23462,18,+00:00:34:54.600,60,N/A,N/A,N/A,N/A,N/A,N/A,N/A,+00:00:04:14.460,18,18,+00:00:00:22.990,+00:00:04:14.460,+00:00:06:07.550,12,16,+00:00:00:45.940,+00:00:10:22.010,+00:00:10:51.600,19,17,+00:00:01:46.790,+00:00:21:13.610,+00:00:03:57.630,18,18,+00:00:02:06.240,+00:00:25:11.240,+00:00:05:17.610,16,17,+00:00:02:30.200,+00:00:30:28.850,+00:00:04:25.750,19,18,+00:00:03:09.730,+00:00:34:54.600,,,,,
EWS Sugarloaf,WOMEN,LONG Julia,CAN,22029,19,+00:00:35:27.170,40,N/A,N/A,N/A,N/A,N/A,N/A,N/A,+00:00:04:24.310,19,19,+00:00:00:32.840,+00:00:04:24.310,+00:00:06:30.170,19,19,+00:00:01:18.410,+00:00:10:54.480,+00:00:10:40.030,17,19,+00:00:02:07.690,+00:00:21:34.510,+00:00:04:08.430,19,19,+00:00:02:37.940,+00:00:25:42.940,+00:00:05:28.900,19,19,+00:00:03:13.190,+00:00:31:11.840,+00:00:04:15.330,18,19,+00:00:03:42.300,+00:00:35:27.170,,,,,
EWS Sugarloaf,WOMEN,KELLY Louise,NZL,27801,20,+00:00:37:12.340,35,N/A,N/A,N/A,N/A,N/A,N/A,N/A,+00:00:04:43.700,21,21,+00:00:00:52.230,+00:00:04:43.700,+00:00:06:50.070,20,20,+00:00:01:57.700,+00:00:11:33.770,+00:00:11:12.250,20,20,+00:00:03:19.200,+00:00:22:46.020,+00:00:04:17.500,21,20,+00:00:03:58.520,+00:00:27:03.520,+00:00:05:42.940,20,20,+00:00:04:47.810,+00:00:32:46.460,+00:00:04:25.880,20,20,+00:00:05:27.470,+00:00:37:12.340,,,,,
